1,1,52.37,61.35,123.84,56.51,1,1,1.0
1,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
1,3,315.39,1.49,390.73,108.29,1,1,1.0
2,1,31.59,57.19,123.84,56.519999999999996,1,1,1.0
2,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
2,3,315.39,1.49,390.37,108.29,1,1,1.0
3,1,17.46,51.37,115.53999999999999,56.52,1,1,1.0
3,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
3,3,315.39,1.49,390.01,108.29,1,1,1.0
4,1,2.5,48.05,112.2,56.519999999999996,1,1,1.0
4,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
4,3,315.39,1.49,389.26,108.29,1,1,1.0
5,1,0.0,43.89,107.2,56.519999999999996,1,1,1.0
5,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
5,3,315.39,1.49,388.51,108.29,1,1,1.0
6,1,0.0,43.89,78.9,56.519999999999996,1,1,1.0
6,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
6,3,315.39,1.49,387.01,108.29,1,1,1.0
7,1,0.0,44.7,62.3,44.91,1,1,1.0
7,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
7,3,315.39,1.49,387.01,108.29,1,1,1.0
8,1,0.0,44.7,42.4,44.91,1,1,1.0
8,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
8,3,315.39,1.49,386.46000000000004,108.29,1,1,1.0
9,1,0.0,44.7,29.9,38.3,1,1,1.0
9,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
9,3,315.39,1.49,385.90999999999997,108.29,1,1,1.0
10,1,0.0,44.7,16.6,38.3,1,1,1.0
10,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
10,3,315.39,1.49,385.36,108.29,1,1,1.0
11,4,867.66,186.02,69.94000000000005,80.61999999999998,1,1,1.0
11,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
11,3,315.39,1.49,384.81000000000006,108.29,1,1,1.0
12,4,824.4,174.38,113.20000000000005,80.63,1,1,1.0
12,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
12,3,315.39,1.49,384.75,108.29,1,1,1.0
13,4,780.3,157.8,179.70000000000005,97.20999999999998,1,1,1.0
13,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
13,3,315.39,1.49,384.68000000000006,108.29,1,1,1.0
14,4,740.4,150.3,197.20000000000005,108.89999999999998,1,1,1.0
14,5,0.0,175.22,19.12,48.19999999999999,1,1,1.0
14,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
14,3,315.39,1.49,384.62,108.29,1,1,1.0
15,4,697.2,143.7,240.39999999999998,113.0,1,1,1.0
15,5,0.0,164.4,34.9,72.29999999999998,1,1,1.0
15,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
15,3,315.39,1.49,384.56000000000006,108.29,1,1,1.0
16,4,662.33,136.22,262.79999999999995,113.0,1,1,1.0
16,5,0.0,164.4,52.4,88.1,1,1,1.0
16,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
16,3,315.39,1.49,384.49,108.29,1,1,1.0
17,4,614.12,124.58,262.79999999999995,113.00000000000001,1,1,1.0
17,5,0.0,164.4,74.0,111.4,1,1,1.0
17,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
17,3,315.39,1.49,384.43000000000006,108.29,1,1,1.0
18,4,579.2,114.61,252.01,113.00000000000001,1,1,1.0
18,5,0.0,166.9,95.6,115.49999999999997,1,1,1.0
18,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
18,3,315.39,1.49,384.36,108.29,1,1,1.0
19,4,549.28,111.3,246.22000000000003,108.83,1,1,1.0
19,5,0.0,166.9,116.4,125.49999999999997,1,1,1.0
19,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
19,3,315.39,1.49,384.30000000000007,108.29,1,1,1.0
20,4,511.88,104.7,243.72000000000003,102.96,1,1,1.0
20,5,0.0,181.0,143.0,123.0,1,1,1.0
20,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
20,3,315.39,1.49,384.24,108.29,1,1,1.0
21,4,476.14,99.71,243.72000000000003,102.96,1,1,1.0
21,5,0.0,187.6,167.9,132.20000000000002,1,1,1.0
21,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
21,3,315.39,1.49,384.16999999999996,108.29,1,1,1.0
22,4,449.5,97.2,228.79999999999995,97.16000000000001,1,1,1.0
22,5,0.0,197.6,197.8,135.50000000000003,1,1,1.0
22,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
22,3,315.39,1.49,384.11,108.29,1,1,1.0
23,4,416.25,92.21,228.80999999999995,97.16000000000001,1,1,1.0
23,5,13.3,200.09,214.39999999999998,151.30999999999997,1,1,1.0
23,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
23,3,315.39,1.49,384.11,108.29,1,1,1.0
24,4,401.3,89.7,207.99999999999994,91.39999999999999,1,1,1.0
24,5,33.3,214.22,225.97999999999996,151.30999999999997,1,1,1.0
24,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
24,3,315.39,1.49,384.11,108.29,1,1,1.0
25,4,377.2,86.4,193.00000000000006,84.72999999999999,1,1,1.0
25,5,63.2,225.9,235.98000000000002,160.41,1,1,1.0
25,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
25,3,315.39,1.49,384.11,108.29,1,1,1.0
26,4,348.11,82.2,193.0,81.45,1,1,1.0
26,5,84.81,234.2,251.79000000000002,173.7,1,1,1.0
26,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
26,3,315.39,1.49,384.11,108.29,1,1,1.0
27,4,326.5,77.21,184.69,81.45,1,1,1.0
27,5,110.58,245.8,272.62,186.2,1,1,1.0
27,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
27,3,315.39,1.49,384.11,108.29,1,1,1.0
28,4,304.1,72.23,178.0,81.43999999999998,1,1,1.0
28,5,143.82,262.4,289.28000000000003,196.20000000000005,1,1,1.0
28,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
28,3,315.39,1.49,384.11,108.29,1,1,1.0
29,4,286.64,64.75,172.16000000000003,81.44,1,1,1.0
29,5,175.41,275.7,319.15999999999997,209.5,1,1,1.0
29,6,914.1,186.91,45.89999999999998,62.69,1,1,1.0
29,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
29,3,315.39,1.49,384.11,108.29,1,1,1.0
30,4,269.19,68.1,165.51,75.6,1,1,1.0
30,5,210.32,293.2,348.28000000000003,224.40000000000003,1,1,1.0
30,6,865.1,183.0,94.89999999999998,66.6,1,1,1.0
30,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
30,3,315.39,1.49,384.11,108.29,1,1,1.0
31,4,250.91,66.44,158.89000000000001,71.46000000000001,1,1,1.0
31,5,253.54,303.17,374.86,231.03000000000003,1,1,1.0
31,6,815.3,156.7,144.70000000000005,92.9,1,1,1.0
31,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
31,3,315.39,1.49,384.11,108.29,1,1,1.0
32,4,227.63,60.62,158.89999999999998,71.46000000000001,1,1,1.0
32,5,297.59,328.1,401.41,211.89999999999998,1,1,1.0
32,6,772.1,141.3,187.89999999999998,108.29999999999998,1,1,1.0
32,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
32,3,315.39,1.49,384.11,108.29,1,1,1.0
33,4,214.33,57.3,151.36999999999998,71.46,1,1,1.0
33,5,346.6,343.9,413.90999999999997,196.10000000000002,1,1,1.0
33,6,727.5,132.5,232.5,111.19999999999999,1,1,1.0
33,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
33,3,315.39,1.49,384.11,108.29,1,1,1.0
34,4,201.03,55.63,144.77,71.47,1,1,1.0
34,5,405.6,369.7,454.65,170.3,1,1,1.0
34,6,688.7,125.91,253.01,104.59,1,1,1.0
34,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
34,3,315.39,1.49,384.11,108.29,1,1,1.0
35,4,188.57,54.8,129.82999999999998,71.47,1,1,1.0
35,5,467.11,373.02,454.64,166.98000000000002,1,1,1.0
35,6,646.26,114.21,244.24,104.58,1,1,1.0
35,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
35,3,315.39,1.49,384.11,108.29,1,1,1.0
36,4,169.45,49.82,129.82999999999998,71.46000000000001,1,1,1.0
36,5,539.4,420.4,397.31000000000006,119.60000000000002,1,1,1.0
36,6,614.8,106.9,230.30000000000007,100.18,1,1,1.0
36,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
36,3,315.39,1.49,384.11,108.29,1,1,1.0
37,4,154.49,44.83,129.82999999999998,71.46000000000001,1,1,1.0
37,5,623.3,452.0,322.56000000000006,88.0,1,1,1.0
37,6,577.48,95.92,223.01999999999998,100.19000000000001,1,1,1.0
37,2,95.88,0.76,223.89999999999998,60.730000000000004,1,1,1.0
37,3,315.39,1.49,384.11,108.29,1,1,1.0
38,4,141.19,50.6,125.70999999999998,58.99999999999999,1,1,1.0
38,5,747.14,481.19,210.37,58.079999999999984,1,1,1.0
